dealer_pct_change,average_player_pct_change,rounds_played,players,half_pay_on
140.000000,-70.000000,70000,2,0
390.850000,-97.712500,60000,4,4
202.950000,-202.950000,80000,1,5
219.950000,-109.975000,80000,2,2
827.650000,-275.883333,70000,3,7
868.650000,-289.550000,70000,3,9
63.850000,-31.925000,80000,2,-1
1429.550000,-238.258333,60000,6,8
106.900000,-53.450000,80000,2,1
694.050000,-115.675000,60000,6,3
204.400000,-34.066667,60000,6,2
341.400000,-56.900000,60000,6,1
80.300000,-13.383333,60000,6,10
244.300000,-61.075000,60000,4,-1
730.800000,-121.800000,60000,6,4
843.050000,-168.610000,60000,5,6
299.450000,-149.725000,70000,2,4
63.650000,-12.730000,60000,5,1
189.500000,-37.900000,60000,5,0
695.650000,-347.825000,80000,2,8
76.750000,-76.750000,90000,1,-1
428.550000,-214.275000,80000,2,5
199.400000,-199.400000,90000,1,4
242.600000,-242.600000,90000,1,6
1820.000000,-364.000000,70000,5,9
63.200000,-31.600000,80000,2,10
604.200000,-201.400000,70000,3,6
571.750000,-114.350000,60000,5,4
395.000000,-197.500000,70000,2,6
728.050000,-364.025000,80000,2,9
339.800000,-113.266667,80000,3,3
1330.750000,-221.791667,60000,6,7
682.500000,-97.500000,60000,7,3
385.900000,-385.900000,90000,1,8
311.550000,-155.775000,80000,2,3
-11.000000,3.666667,80000,3,10
559.350000,-139.837500,60000,4,5
86.550000,-28.850000,80000,3,0
41.350000,-41.350000,90000,1,0
-184.500000,26.357143,60000,7,10
981.700000,-327.233333,80000,3,8
143.300000,-47.766667,80000,3,1
341.350000,-341.350000,90000,1,7
1207.600000,-172.514286,60000,7,5
522.500000,-261.250000,80000,2,7
1240.000000,-248.000000,70000,5,7
23.000000,-23.000000,100000,1,10
1159.950000,-165.707143,60000,7,6
316.450000,-105.483333,80000,3,2
1589.750000,-227.107143,60000,7,8
1972.450000,-281.778571,60000,7,9
35.150000,-11.716667,80000,3,-1
490.650000,-163.550000,80000,3,4
-23.400000,5.850000,70000,4,0
470.450000,-67.207143,60000,7,2
411.600000,-411.600000,90000,1,9
1524.200000,-217.742857,60000,7,7
995.400000,-248.850000,70000,4,7
-65.700000,16.425000,70000,4,10
61.500000,-61.500000,90000,1,1
51.700000,-10.340000,60000,5,-1
98.000000,-98.000000,90000,1,2
1002.700000,-334.233333,80000,3,9
106.100000,-15.157143,60000,7,-1
172.050000,-172.050000,100000,1,3
20.550000,-2.935714,60000,7,0
260.600000,-43.433333,60000,6,0
1147.500000,-286.875000,70000,4,8
456.550000,-114.137500,60000,4,3
163.100000,-32.620000,70000,5,10
243.050000,-243.050000,90000,1,5
357.850000,-51.121429,60000,7,1
883.650000,-220.912500,70000,4,6
1177.800000,-196.300000,60000,6,6
917.000000,-305.666667,80000,3,7
573.850000,-114.770000,70000,5,3
189.950000,-31.658333,60000,6,-1
241.300000,-120.650000,90000,2,2
329.000000,-82.250000,70000,4,1
1711.400000,-285.233333,70000,6,9
547.200000,-182.400000,80000,3,5
1217.900000,-304.475000,70000,4,9
186.150000,-46.537500,70000,4,2
61.300000,-30.650000,90000,2,-1
147.650000,-73.825000,80000,2,0
1386.250000,-277.250000,70000,5,8
1113.650000,-185.608333,70000,6,5
781.200000,-390.600000,90000,2,8
435.050000,-87.010000,70000,5,2
416.300000,-416.300000,100000,1,8
227.950000,-227.950000,100000,1,4
824.150000,-164.830000,70000,5,5
104.450000,-52.225000,90000,2,1
158.850000,-31.770000,70000,5,1
319.550000,-53.258333,70000,6,1
837.800000,-418.900000,90000,2,9
462.700000,-115.675000,70000,4,4
70.600000,-11.766667,70000,6,10
270.300000,-67.575000,70000,4,-1
81.250000,-81.250000,100000,1,-1
798.500000,-114.071429,60000,7,4
271.200000,-271.200000,100000,1,6
44.350000,-44.350000,100000,1,0
764.400000,-127.400000,70000,6,3
882.900000,-147.150000,70000,6,4
445.200000,-445.200000,100000,1,9
379.500000,-126.500000,90000,3,3
347.500000,-173.750000,90000,2,3
74.600000,-37.300000,90000,2,10
482.050000,-241.025000,90000,2,5
990.800000,-198.160000,70000,5,6
344.800000,-172.400000,80000,2,4
363.500000,-363.500000,100000,1,7
1.600000,-0.533333,90000,3,10
479.400000,-239.700000,80000,2,6
2070.900000,-414.180000,80000,5,9
1676.750000,-279.458333,70000,6,8
567.600000,-283.800000,90000,2,7
57.650000,-57.650000,100000,1,1
-70.300000,17.575000,80000,4,10
553.500000,-184.500000,90000,3,4
74.150000,-24.716667,90000,3,0
310.650000,-51.775000,70000,6,2
244.400000,-48.880000,70000,5,0
35.650000,-11.883333,90000,3,-1
1079.150000,-359.716667,90000,3,8
363.250000,-121.083333,90000,3,2
664.800000,-166.200000,70000,4,5
683.500000,-227.833333,80000,3,6
2306.950000,-329.564286,70000,7,9
617.350000,-123.470000,70000,5,4
1179.600000,-393.200000,90000,3,9
103.350000,-103.350000,100000,1,2
1456.100000,-291.220000,80000,5,7
1361.450000,-194.492857,70000,7,5
785.000000,-112.142857,70000,7,3
277.100000,-277.100000,100000,1,5
656.350000,-218.783333,90000,3,5
147.000000,-49.000000,90000,3,1
140.800000,-70.400000,90000,2,0
259.650000,-129.825000,100000,2,2
359.450000,-89.862500,80000,4,1
734.450000,-146.890000,80000,5,3
1340.250000,-191.464286,70000,7,6
515.600000,-73.657143,70000,7,2
464.800000,-116.200000,70000,4,3
35.350000,-8.837500,80000,4,0
-170.400000,24.342857,70000,7,10
1563.350000,-260.558333,70000,6,7
1005.200000,-251.300000,80000,4,6
195.400000,-39.080000,80000,5,10
95.450000,-47.725000,100000,2,-1
279.550000,-46.591667,70000,6,0
108.400000,-54.200000,100000,2,1
196.400000,-32.733333,70000,6,-1
30.300000,-4.328571,70000,7,0
517.100000,-258.550000,100000,2,5
1579.500000,-315.900000,80000,5,8
1293.950000,-323.487500,80000,4,8
1309.600000,-218.266667,70000,6,6
1032.450000,-344.150000,90000,3,7
1836.650000,-262.378571,70000,7,8
1813.750000,-259.107143,70000,7,7
1162.850000,-290.712500,80000,4,7
180.700000,-25.814286,70000,7,-1
1227.550000,-204.591667,80000,6,5
1392.400000,-348.100000,80000,4,9
60.600000,-30.300000,100000,2,10
929.950000,-464.975000,100000,2,9
959.000000,-191.800000,80000,5,5
252.950000,-63.237500,80000,4,2
447.550000,-149.183333,100000,3,3
359.050000,-179.525000,100000,2,3
870.150000,-435.075000,100000,2,8
35.900000,-7.180000,70000,5,-1
495.700000,-123.925000,80000,4,4
445.000000,-89.000000,80000,5,2
2023.850000,-337.308333,80000,6,9
1111.050000,-222.210000,80000,5,6
903.950000,-150.658333,80000,6,3
385.950000,-192.975000,90000,2,4
207.850000,-41.570000,80000,5,1
495.200000,-70.742857,70000,7,1
610.700000,-305.350000,100000,2,7
807.750000,-269.250000,90000,3,6
77.800000,-25.933333,100000,3,0
1022.950000,-170.491667,80000,6,4
-29.000000,9.666667,100000,3,10
356.350000,-89.087500,80000,4,-1
343.400000,-57.233333,80000,6,1
957.900000,-136.842857,70000,7,4
441.200000,-147.066667,100000,3,2
1214.800000,-404.933333,100000,3,8
76.800000,-12.800000,80000,6,10
398.900000,-66.483333,80000,6,2
602.950000,-200.983333,100000,3,4
586.600000,-293.300000,90000,2,6
2289.450000,-457.890000,90000,5,9
68.100000,-22.700000,100000,3,-1
266.750000,-53.350000,80000,5,0
1925.900000,-320.983333,80000,6,8
1653.950000,-330.790000,90000,5,7
702.650000,-140.530000,80000,5,4
750.100000,-250.033333,100000,3,5
-113.200000,28.300000,90000,4,10
506.650000,-126.662500,80000,4,3
1285.450000,-428.483333,100000,3,9
731.150000,-182.787500,80000,4,5
135.600000,-67.800000,100000,2,0
1153.800000,-384.600000,100000,3,7
2546.150000,-363.735714,80000,7,9
579.600000,-82.800000,80000,7,2
1568.300000,-224.042857,80000,7,5
964.350000,-137.764286,80000,7,3
1457.100000,-364.275000,90000,4,8
373.050000,-62.175000,80000,6,0
148.800000,-49.600000,100000,3,1
799.500000,-159.900000,90000,5,3
1720.500000,-344.100000,90000,5,8
63.600000,-9.085714,80000,7,0
46.050000,-11.512500,90000,4,0
1534.050000,-219.150000,80000,7,6
-178.400000,25.485714,80000,7,10
214.500000,-42.900000,90000,5,10
1295.750000,-323.937500,90000,4,7
194.650000,-32.441667,80000,6,-1
385.800000,-96.450000,90000,4,1
887.400000,-295.800000,100000,3,6
426.250000,-213.125000,100000,2,4
2043.900000,-291.985714,80000,7,7
1130.800000,-226.160000,90000,5,5
1173.550000,-293.387500,90000,4,6
1600.400000,-400.100000,90000,4,9
260.650000,-65.162500,90000,4,2
2175.550000,-310.792857,80000,7,8
1431.550000,-238.591667,90000,6,5
1865.550000,-310.925000,80000,6,7
236.050000,-33.721429,80000,7,-1
627.200000,-313.600000,100000,2,6
1461.250000,-243.541667,80000,6,6
86.050000,-17.210000,80000,5,-1
548.950000,-109.790000,90000,5,2
359.050000,-89.762500,90000,4,-1
923.700000,-153.950000,90000,6,3
